Company Name,Other income,Profit after tax,Total capital,Reserves and funds,Deposits (accepted by commercial banks),Current liabilities & provisions,Income from financial services,Other income.1,Profit after tax.1,Total capital.1,Reserves and funds.1,Deposits (accepted by commercial banks).1,Current liabilities & provisions.1,Income from financial services.1,Other income.2,Profit after tax.2,Total capital.2,Reserves and funds.2,Deposits (accepted by commercial banks).2,Current liabilities & provisions.2,Income from financial services.2,Other income.3,Profit after tax.3,Total capital.3,Reserves and funds.3,Deposits (accepted by commercial banks).3,Current liabilities & provisions.3,Income from financial services.3,Other income.4,Profit after tax.4,Total capital.4,Reserves and funds.4,Deposits (accepted by commercial banks).4,Current liabilities & provisions.4,Income from financial services.4,Other income.5,Profit after tax.5,Total capital.5,Reserves and funds.5,Deposits (accepted by commercial banks).5,Current liabilities & provisions.5,Income from financial services.5,Other income.6,Profit after tax.6,Total capital.6,Reserves and funds.6,Deposits (accepted by commercial banks).6,Current liabilities & provisions.6,Income from financial services.6
Global Trust Bank Ltd. [Merged],-0.354245656,0.015711997,-0.443040429,-0.295960614,-0.296758148,-0.265165945,-0.279994324,-0.281751484,0.000723809,-0.435109037,-0.28483511,-0.271905115,-0.260237824,-0.276188003,-0.235334803,-0.04797358,-0.394370731,-0.275739424,-0.257914122,-0.26564799,-0.263685585,-0.179636404,-0.16375241,-0.388591242,-0.261367672,-0.24933576,-0.276646917,-0.253108436,-0.222735564,-0.19853429,-0.391498453,-0.260162478,-0.244752357,-0.245907568,-0.25407314,-0.212262954,-0.225427294,-0.41163308,-0.262307372,-0.25128449,-0.24164725,-0.252039957,-0.244317372,-0.275551012,-0.433408489,-0.25774389,-0.256152209,-0.253183421,-0.252039957
Greater Bombay Co-Op. Bank Ltd.,-0.396962809,-0.001630243,-0.519894061,-0.291982787,-0.297818407,-0.268158733,-0.292446415,-0.352838253,-0.034254124,-0.49240586,-0.284045308,-0.277645399,-0.276691838,-0.291002968,-0.292230354,-0.066142475,-0.433821874,-0.276547069,-0.265782702,-0.28201787,-0.286648806,-0.257758133,-0.198034152,-0.432258167,-0.269928993,-0.263196022,-0.284041057,-0.28360726,-0.264900227,-0.214362193,-0.429279368,-0.269296361,-0.261974289,-0.253447523,-0.275879116,-0.241211302,-0.192352581,-0.448962089,-0.264301442,-0.263379725,-0.240744615,-0.264407937,-0.260831677,-0.220394447,-0.468651623,-0.250801464,-0.268176332,-0.257690292,-0.264407937
Gujarat State Co-Op. Bank Ltd.,0,-0.01060003,-0.538768657,-0.295872126,-0.304613868,-0.249045627,-0.296998479,-0.358229898,-0.033180761,-0.507283876,-0.285697361,-0.28294858,-0.254813672,-0.294708929,3.33E-17,-0.073058424,-0.444877877,-0.278383525,-0.26912312,-0.277640436,-0.289138644,3.48E-17,-0.200173531,-0.444928414,-0.271312704,-0.266089811,-0.292062459,-0.284475485,-3.03E-17,-0.21575186,-0.440907313,-0.270633082,-0.264039418,-0.249171648,-0.27498948,0,-0.193287751,-0.459409933,-0.265661265,-0.263500703,-0.237988281,-0.260944727,6.99E-17,-0.21916809,-0.477649955,-0.251752045,-0.266823935,-0.250350649,-0.260944727
H D F C Bank Ltd.,-0.288484073,8.549411294,-0.032488304,5.173552082,3.366089549,3.354241953,4.785207615,-0.210187761,9.591583716,-0.10532301,6.79449147,3.664571527,4.508070431,5.203253457,2.504268631,9.463802579,-0.160552852,7.04992211,4.063711718,4.675759128,5.155741069,-0.200086348,10.51863977,-0.173965839,7.147266743,3.996631025,4.341771253,5.323088429,-0.143391276,9.222856334,-0.200771093,7.460824776,4.253622759,4.315874177,5.519281904,-0.142854101,7.95645949,-0.224834012,7.539928865,4.665798048,4.167986329,6.760102715,0.093795493,8.322069836,-0.178689849,9.259003137,5.249459961,5.379714663,6.760102715
H S B C Bank Oman S A O G,0,-0.01095745,-0.389117253,-0.307415949,-0.306504645,-0.272269061,-0.300956008,5.89E-17,-0.031851618,-0.394314237,-0.297731227,-0.285230341,-0.278272,-0.299217989,-0.295923348,-0.069531435,-0.365686166,-0.288973695,-0.27277169,-0.289358786,-0.293441389,-0.261705904,-0.19537457,-0.370045155,-0.27853818,-0.268646316,-0.299617091,-0.289544074,-0.26720594,-0.212706854,-0.375141839,-0.276606826,-0.266745547,-0.258171579,-0.2807427,-0.244432874,-0.195967586,-0.395738837,-0.271279573,-0.267856481,-0.24684305,-0.267937178,6.99E-17,-0.220717542,-0.418584185,-0.256298427,-0.27192818,-0.258948053,-0.267937178
Hongkong & Shanghai Banking Corpn. Ltd.,-0.34582966,1.129595964,3.904813604,0.527028876,0.097915477,0.924224806,0.15916801,-0.223459503,1.020437001,2.854197123,0.52477092,0.108469332,0.571134218,0.187397729,-0.269345517,0.858208233,1.918480819,0.515808237,0.11442598,0.931084776,0.224180289,-0.23425541,0.755729332,1.796906615,0.504329265,0.129786896,1.939385386,0.234339149,-0.240263254,0.708729485,1.535988655,0.531055846,0.212011564,0.8757102,0.214393866,-0.225859211,0.394235666,1.461367599,0.517029617,0.217746215,0.494984409,0.176970241,-0.248024791,0.264447828,2.963236414,0.333020053,0.16364904,0.719274934,0.176970241
Hooseini Co-Operative Credit Socy. Ltd.,0,-1.39E-17,0,4.71E-17,0,0,-4.02E-17,5.89E-17,0,0,0,0,3.95E-17,-3.67E-17,3.33E-17,-1.03E-17,5.98E-17,0,0,3.35E-17,-0.294078193,-0.261730425,-0.201058911,-0.448862281,-0.276118239,-0.269097062,-0.300460473,-0.290138773,-0.267269988,-0.218932257,-0.444649741,-0.275134463,-0.267145839,-0.258445798,-0.281211748,-0.244432874,-0.19548152,-0.463264768,-0.269824236,-0.268142973,-0.247030772,-0.2682525,-0.2634447,-0.220560209,-0.481552558,-0.255082219,-0.272192849,-0.259082114,-0.2682525
I C I C I Bank Ltd.,-0.191713394,3.305949198,0.726046859,5.075083915,2.305200585,2.120404018,3.118544864,-0.168381773,1.50031251,0.45207869,4.812452173,2.508172986,3.008972595,3.378837487,-0.198252456,2.807016557,0.232243084,4.673542497,2.640563028,3.246376155,3.380680714,-0.065996996,5.377291323,0.241451535,5.062976158,2.710444767,3.457353036,3.502677116,0.137318633,5.74310107,0.16705238,5.186675258,2.819445171,3.479956379,3.646663453,-0.133853547,5.69944667,0.134037883,5.296671166,2.825305323,3.596187229,3.563446011,-0.150685077,5.523221148,0.0786824,4.875386225,3.005879623,3.709561811,3.563446011
I D B I Bank Ltd.,-0.166969835,-4.045819137,2.504740048,0.637881244,0.847293748,1.134626689,0.790352915,0.207747696,-6.940244743,5.276828957,1.132597702,0.687061434,0.590680798,0.676875548,0.022330645,-4.754810728,5.013435364,0.733602494,0.567277842,0.205955161,0.598117759,3.62E-05,0.267165408,4.918654878,0.67591194,0.468473412,0.612054709,0.508166936,-0.068754485,0.404065345,4.289196356,0.723001413,0.408773636,0.419271679,0.452279172,-0.122662018,0.478127451,4.136747305,0.695436101,0.401148171,0.539626781,0.414311146,-0.222060566,0.570848839,3.808792321,0.591920459,0.372020442,0.513991003,0.414311146
I D B I Bank Ltd. [Merged],-0.401635412,-0.002575204,-0.446997367,-0.298809829,-0.298778489,-0.267318596,-0.287316171,-0.355720709,-0.021821383,-0.408166957,-0.287718814,-0.274190642,-0.271258999,-0.280630475,-0.290612471,-0.051558686,-0.375426605,-0.278608564,-0.26036569,-0.280255402,-0.271808782,-0.253994265,-0.194506416,-0.379285749,-0.271549838,-0.257875453,-0.286786685,-0.267681309,-0.253766621,-0.205663999,-0.383291527,-0.270050144,-0.252000111,-0.249116913,-0.258243973,-0.235516294,-0.182403923,-0.403623922,-0.263948431,-0.252360617,-0.231798982,-0.246777026,-0.251787544,-0.202000497,-0.396337755,-0.246423291,-0.248896292,-0.236145574,-0.246777026
I D F C First Bank Ltd.,-0.396617673,0.408336009,2.821502844,0.313248746,-0.082904807,0.185076678,0.262313942,-0.339089557,-0.923880278,3.065625096,0.346237192,0.015646803,0.464706518,0.411844656,-0.26969723,-1.11408671,2.081994941,0.169452618,-0.027315749,0.546502749,0.419538307,-0.255085419,-0.045363094,2.384330833,0.167055007,0.014234227,0.394009414,0.464756398,-0.207908547,-0.181888935,2.292637229,0.202271265,0.039099605,0.314961471,0.559956461,-0.207003089,0.254876833,2.367938416,0.263582121,0.110745302,0.323547903,0.573297721,-0.206093459,0.194712646,2.339338755,0.288018866,0.193174369,0.258908745,0.573297721
I N G Bank N V,0,-0.007128644,-0.478732011,-0.299228466,-0.306925656,-0.271270408,-0.298092955,5.89E-17,-0.03577967,-0.462110988,-0.290599182,-0.285140044,-0.277101864,-0.296715871,3.33E-17,-0.078416105,-0.413356955,-0.285384689,-0.273174861,-0.287611054,-0.293193493,-0.261718165,-0.205802751,-0.415269651,-0.277979507,-0.268553528,-0.298235326,-0.288735136,-3.03E-17,-0.219665409,-0.41502732,-0.275633109,-0.266521539,-0.256781513,-0.280245004,0,-0.201016766,-0.43449683,-0.271092733,-0.268132102,-0.24559449,-0.268196664,-0.262534753,-0.220631852,-0.454733139,-0.256074149,0,-0.257865987,-0.268196664
I N G Vysya Bank Ltd. [Merged],-0.231297778,0.064443595,-0.444553958,-0.225923018,-0.212098485,-0.130246364,-0.181071583,-0.323204941,0.050349723,-0.436156785,-0.215121908,-0.17945139,-0.097966725,-0.188085974,-0.278220425,0.01426996,-0.385966906,-0.188619226,-0.175637702,-0.141685771,-0.170406829,-0.254460151,-0.091399364,-0.388775954,-0.184764107,-0.172665889,-0.169500298,-0.126944424,-0.252389598,-0.102787739,-0.378835836,-0.151563834,-0.1651313,-0.144009516,-0.112323634,-0.217309067,-0.082259398,-0.39730473,-0.145037306,-0.159880169,-0.137994607,-0.129031803,-0.246543053,-0.128194315,-0.406561137,-0.106170209,-0.176577678,-0.156817144,-0.129031803
India Post Payments Bank Ltd.,0,-0.011305078,-0.27388132,-0.29874204,-0.307372374,-0.27202019,-0.299870373,-0.358229898,-0.036323203,-0.213585268,-0.272333654,-0.285959516,-0.27825202,-0.297953612,-0.295278539,-0.133681946,-0.080740195,-0.289162159,-0.273040269,-0.273921717,-0.292154278,-0.260099824,-0.316244325,0.067517694,-0.293074997,-0.266410289,-0.286658803,-0.282488788,-0.265989036,-0.300937961,0.10762702,-0.301418356,-0.260509308,-0.24218772,-0.267228104,-0.243532055,-0.225044725,0.158950985,-0.29735442,-0.258492275,-0.23153654,-0.250664913,-0.260370555,-0.217774566,0.178573862,-0.275995876,-0.257610618,-0.241005501,-0.250664913
Indian Bank,2.690619196,0.604031097,-0.070791466,0.629718083,0.662694472,0.219525445,0.579425886,2.125555919,0.111175153,-0.153496946,0.609860225,0.749987463,0.282270326,0.624054607,1.906437427,0.199932675,-0.128731982,0.640517687,0.710153794,0.175887839,1.301644394,3.134382495,0.833952752,0.114629248,1.086016804,1.450098057,1.119598759,1.263027917,1.77940275,0.788663461,0.103417889,1.096140002,1.453960268,0.669999979,1.187734969,1.257109957,0.780599549,0.069292909,1.03507744,1.359115162,0.642633696,1.105981589,1.234032607,0.912044393,0.055653853,0.979680608,1.324113294,0.702625948,1.105981589
Indian Overseas Bank,4.050983965,-3.096730519,4.292197855,0.133723362,0.702455741,0.41142134,0.5765036,3.523360694,-1.743153192,6.328587889,0.052654613,0.666358949,0.152424258,0.48459336,1.396124313,-3.171141983,8.200468887,-0.295887941,0.569272569,0.903682524,0.474745295,2.418180822,0.085269948,7.7565257,-0.257676193,0.498624902,0.537505227,0.422747678,2.104551011,0.217653214,7.877529153,-0.142898562,0.492927359,0.345638298,0.372034292,1.577351048,0.192346108,7.623644695,-0.092292741,0.415276935,0.065850964,0.347925142,1.647117711,0.15244477,7.060965111,-0.059470922,0.391158089,0.065596646,0.347925142
Indusind Bank Ltd.,-0.256837804,1.753162604,0.047837541,0.902597949,0.398840539,0.349767209,0.927628718,-0.150630818,1.471902645,-0.061893874,0.951848527,0.547963022,0.497822165,1.134813351,-0.069325942,1.531016728,0.27044181,1.150778692,0.490233081,0.414248383,1.031406699,-0.002268692,0.775975921,-0.063093686,1.28001581,0.549481681,0.471895978,1.07944464,0.335588621,0.958872172,-0.10385981,1.240152869,0.584323588,0.460830581,1.055879648,0.325243422,1.17019402,-0.131594918,1.233882653,0.613209258,0.570857854,0.99144542,0.207760181,1.036624283,-0.171255751,1.087438136,0.620600708,0.562494931,0.99144542
Industrial & Commercial Bank Of China Ltd.,0,-0.007221671,-0.095373945,-0.293660957,-0.304477458,-0.270533307,-0.293157648,5.89E-17,-0.027453113,-0.172086981,-0.28460203,-0.280252056,-0.274374151,-0.288562999,3.33E-17,-0.060428826,-0.209428697,-0.276043205,-0.268290737,-0.282333228,-0.283992078,3.48E-17,-0.190241438,-0.221806257,-0.26852409,-0.26237211,-0.295687915,-0.280360599,-0.266907051,-0.204874647,-0.244403406,-0.266641328,-0.25964517,-0.255625564,-0.275420431,-0.227866969,-0.185505139,-0.268696133,-0.260972685,-0.263124984,-0.24504885,-0.262599645,6.99E-17,-0.218526114,-0.30009351,-0.247905124,-0.266436037,-0.25473137,-0.262599645
Industrial Bank Of Korea,0,-1.39E-17,0,4.71E-17,0,0,-4.02E-17,5.89E-17,0,0,0,0,3.95E-17,-0.299052527,3.33E-17,-0.072023211,-0.334133671,-0.283534464,-0.27333557,-0.289678565,-0.293317253,3.48E-17,-0.199567202,-0.340111821,-0.275874162,-0.268959253,-0.300081303,-0.289230174,-3.03E-17,-0.217557917,-0.348742309,-0.274741101,-0.266875701,-0.257946134,-0.28011517,-0.244287827,-0.193472567,-0.295585854,-0.26918133,-0.267873667,-0.246090316,-0.267103116,6.99E-17,-0.217701519,-0.325173119,-0.254140947,-0.271732839,-0.258231533,-0.267103116
"J P Morgan Chase Bank, National Association",-0.40240533,0.385862581,2.528125553,-0.12107025,-0.24553481,-0.128674674,-0.186398974,-0.358271372,0.362045225,1.812683665,-0.13785769,-0.222292758,-0.080258311,-0.193628168,-0.293906856,0.181672972,1.186148255,-0.114892933,-0.210489742,-0.089331923,-0.189086057,-0.261718165,0.126893103,1.102154717,-0.117766497,-0.216108291,0.843524424,-0.190932302,-0.267259313,0.047286122,1.494641426,-0.101509626,-0.222240754,0.299470231,-0.17362071,-0.244409972,0.04795288,1.825899812,-0.082894636,-0.20597551,0.287733087,-0.185674573,-0.244464931,-0.040069397,2.139986793,-0.08236714,-0.20634705,1.10349519,-0.185674573
J S C Vtb Bank,-0.402007097,-0.010903592,-0.436541158,-0.299894973,-0.307257807,-0.272401422,-0.300854782,-0.357939579,-0.035788805,-0.430192107,-0.29123884,-0.285924724,-0.278900938,-0.299408473,-0.295946795,-0.076145901,-0.390913428,-0.283896764,-0.273396535,-0.289671933,-0.293781543,-0.260234685,-0.201365521,-0.393977845,-0.276372912,-0.26914074,-0.299290352,-0.290111857,-0.267291337,-0.224812798,-0.396249135,-0.27609946,-0.267176891,-0.258372095,-0.281250759,0,-0.197525587,-0.41624947,-0.270968174,-0.268163433,-0.247003098,-0.268021047,6.99E-17,-0.219014971,-0.437714121,-0.255728424,-0.272210274,-0.25902341,-0.268021047
Jain Sahakari Bank Ltd.,-0.395874305,-0.01145686,-0.540608633,-0.299154467,-0.306568262,-0.270087084,-0.300841963,-0.355513338,-0.03554216,-0.508885433,-0.290527209,-0.285250026,-0.277263442,-0.299128397,-0.29444615,-0.073167394,-0.44633026,-0.282947125,-0.272765718,-0.287972832,-0.293548273,-0.26059023,-0.201158817,-0.446570853,-0.275579297,-0.268635133,-0.299019882,-0.289694294,-0.265167092,-0.218881166,-0.442672859,-0.274645828,-0.266722062,-0.257151113,-0.280853638,-0.244112244,-0.195697755,-0.461373717,-0.269409503,-0.267773358,-0.24609539,-0.268001818,-0.263204917,-0.220644495,-0.479800776,-0.254795594,-0.271905998,-0.258141188,-0.268001818
Jammu & Kashmir Bank Ltd.,0.244511304,0.086863165,-0.490820458,0.015858179,0.06523278,-0.122983939,0.058266284,0.414538029,0.176458466,-0.471256328,0.021775618,0.097640567,-0.060496294,0.054909725,-0.001386581,-0.487583108,-0.411546739,-0.011722249,0.096202822,-0.0931899,0.02817084,0.042983552,-0.052308325,-0.413552329,-0.029441767,0.076133813,-0.083725329,0.014298411,0.207877728,-0.090929584,-0.403852869,-0.019451949,0.065414616,0.034937197,0.011713622,0.170554509,0.025750906,-0.419419761,0.00488441,0.051540843,0.264412638,-0.00018035,0.025986012,0.027652761,-0.437889698,0.007329125,0.040499419,-0.066289606,-0.00018035
Jana Small Finance Bank Ltd.,-0.400573457,-1.238295508,-0.507053797,-0.223007566,-0.307371396,-0.228687376,-0.24184062,-0.35721378,-0.92610922,-0.365388921,-0.26868827,-0.267996522,-0.236829012,-0.209017813,-0.295923348,-0.062768044,-0.343474178,-0.247489504,-0.236917827,-0.249432105,-0.1936652,-0.260651531,-0.172130784,-0.348968014,-0.242391434,-0.229566853,-0.251711195,-0.182075094,-0.253126145,-0.217672871,-0.356253583,-0.242973713,-0.227929238,-0.207436076,-0.178043896,-0.205361766,-0.148236946,-0.324516371,-0.22881285,-0.225373023,-0.190088213,-0.163824466,-0.229881189,-0.126552149,-0.440100375,-0.179995596,-0.21983972,-0.202891733,-0.163824466
Janakalyan Sahakari Bank Ltd.,-0.376201582,-0.002820013,-0.489603699,-0.288367192,-0.296898936,-0.269796999,-0.292155115,-0.337161007,-0.033486784,-0.471623039,-0.283510512,-0.276392847,-0.276211448,-0.290884319,-0.284047149,-0.067348407,-0.421034589,-0.276178315,-0.26509281,-0.287179279,-0.286602677,-0.250303957,-0.197727542,-0.423971086,-0.269915839,-0.26237326,-0.297643871,-0.283536696,-0.259264039,-0.218733003,-0.422882017,-0.269487552,-0.260863615,-0.256398906,-0.275507901,-0.240745624,-0.195285614,-0.443823735,-0.263826384,-0.262583645,-0.229015436,-0.264684105,-0.259970917,-0.220307352,-0.464729069,-0.250567228,-0.267569056,-0.239242304,-0.264684105
Janaseva Sahakari Bank (Borivli) Ltd.,-0.401263728,-0.011207155,-0.531408751,-0.297201518,-0.304194766,-0.268617638,-0.298653454,-0.35735894,-0.036766251,-0.502060106,-0.288853707,-0.283265944,-0.273536726,-0.296885773,-0.295501291,-0.0719433,-0.44085225,-0.281282353,-0.270938882,-0.283898229,-0.291627358,-0.2613994,-0.200666174,-0.441373955,-0.274117394,-0.267145726,-0.294786347,-0.288241554,-0.267131218,-0.219302665,-0.438041053,-0.273419559,-0.265452732,-0.252569587,-0.279719878,-0.244333631,-0.197893371,-0.456727378,-0.268715488,-0.266666999,-0.241775934,-0.267152696,-0.263118841,-0.220815876,-0.475207836,-0.254044178,-0.270902495,-0.253381598,-0.267152696
Janata Sahakari Bank Ltd.,-0.352095196,0.047326578,-0.340753576,-0.266396257,-0.267915965,-0.266553755,-0.262972045,-0.317170446,-0.024758287,-0.351221877,-0.262938497,-0.249397429,-0.274087481,-0.26624208,-0.264691172,-0.037614186,-0.333254874,-0.253882246,-0.240464499,-0.283462033,-0.26275813,-0.229976614,-0.185411471,-0.338519303,-0.247854296,-0.240690594,-0.296258269,-0.259223842,-0.239814921,-0.218423904,-0.343546938,-0.250970463,-0.240092843,-0.255139447,-0.259116542,-0.220347422,-0.178025626,-0.358585242,-0.246279401,-0.24461283,-0.244838989,-0.251721855,-0.241728943,-0.19953514,-0.384083263,-0.233584055,-0.250942115,-0.256944213,-0.251721855
K B C Bank N V.,0,-1.39E-17,0,4.71E-17,0,0,-4.02E-17,5.89E-17,0,0,0,0,3.95E-17,-3.67E-17,3.33E-17,-1.03E-17,5.98E-17,0,0,3.35E-17,-0.294135198,-0.261742685,-0.201362075,-0.419842522,-0.276250873,0,-0.300477098,-0.28924145,-0.267291337,-0.218566958,-0.419060337,-0.275201961,-0.266549373,-0.258346624,-0.279435219,-0.244432874,-0.195305944,-0.438415842,-0.269856074,-0.267483119,-0.24634215,-0.267775694,-0.263450848,-0.222483328,-0.458388337,-0.255400884,-0.271864907,-0.258527967,-0.267775694
Kalupur Commercial Co-Op. Bank Ltd.,-0.401476119,-0.009204621,-0.540262401,-0.296561402,-0.305828,-0.270068062,-0.299379273,-0.356985672,-0.029851052,-0.507470973,-0.286949032,-0.284385278,-0.275812715,-0.297119438,-0.295044063,-0.06964767,-0.444462158,-0.27828542,-0.271814844,-0.287103387,-0.290672151,-0.260406328,-0.193135284,-0.444813593,-0.270234454,-0.267128696,-0.297393222,-0.285189489,-0.265914314,-0.214277893,-0.441008579,-0.269147801,-0.264102219,-0.253336426,-0.276647451,-0.24211212,-0.187580626,-0.458674049,-0.257776307,-0.266248027,-0.245831564,-0.265209564,-0.261132943,-0.214821757,-0.4768838,-0.244382063,-0.270190855,-0.257952586,-0.265209564
Kalyan Janata Sahakari Bank Ltd.,-0.375325469,-0.007745561,-0.476565588,-0.292424193,-0.294927543,-0.269471248,-0.289887482,-0.334382236,-0.024415724,-0.45587689,-0.282394208,-0.273922192,-0.275421801,-0.28845686,-0.282886494,-0.06274625,-0.390771347,-0.27550707,-0.26189526,-0.287756207,-0.28343928,-0.247251178,-0.194089564,-0.393318872,-0.269043301,-0.259144263,-0.298129823,-0.280048882,-0.256477969,-0.211996693,-0.397275001,-0.26832878,-0.257934406,-0.255692764,-0.27339155,-0.236615599,-0.190901773,-0.419163058,-0.263981665,-0.259764096,-0.244552101,-0.262543345,-0.255052285,-0.215430019,-0.438915228,-0.249928167,-0.264518036,-0.256064904,-0.262543345
Kapol Co-Op. Bank Ltd.,-0.395449523,-0.024162425,-0.528777388,-0.298163503,-0.30504736,-0.267882122,-0.30069565,-0.356923461,-0.050212978,-0.501289263,-0.292707385,-0.284186668,-0.270248703,-0.299215568,-0.295524739,-0.081874079,-0.440904872,-0.286101543,-0.271893271,-0.280997378,-0.29357715,-0.261448441,-0.208589801,-0.441403909,-0.279181621,-0.267889247,-0.287199744,-0.289786682,-0.267109869,-0.225367132,-0.438076276,-0.278600765,-0.266036382,-0.245138561,-0.280812798,-0.244303095,-0.199885691,-0.456894236,-0.273025641,-0.26767318,-0.23392112,-0.268099125,-0.263395514,-0.22176409,-0.475622837,-0.257860792,-0.271818989,-0.245004438,-0.268099125
Karad Urban Co-Op. Bank Ltd.,-0.400892044,-0.012215766,-0.535405259,-0.298435177,-0.305474192,-0.271982939,-0.287088524,-0.343817615,-0.030919848,-0.444059795,-0.279892297,-0.273721999,-0.277662174,-0.287606543,-0.285852612,-0.061573009,-0.398233228,-0.27405572,-0.262990893,-0.288243244,-0.282884233,-0.250978266,-0.189865927,-0.400148225,-0.272772049,-0.260342556,-0.298073555,-0.278962782,-0.262498442,-0.205623126,-0.401457715,-0.271592911,-0.259114666,-0.249190074,-0.273052336,-0.242799186,-0.188726486,-0.421452,-0.261425401,-0.260647307,-0.234884638,-0.261870535,-0.262276525,-0.213209091,-0.441712493,-0.24663393,-0.265232252,-0.248407594,-0.261870535
Karnataka Bank Ltd.,0.563867819,0.14703222,-0.266343353,-0.034749799,-0.014569283,-0.171752277,-0.013419661,0.445643675,0.182103899,-0.301431417,-0.029122007,0.006972784,-0.150354443,-0.004819889,0.21009886,0.083124333,-0.285505152,-0.040231201,-0.002078656,-0.179989979,-0.022871416,0.350468325,-0.034928022,-0.293978741,-0.044889488,-0.027410495,-0.201163256,-0.045987051,0.339356754,-0.089126082,-0.307927825,-0.056166076,-0.03410316,-0.161540061,-0.043146625,0.200426577,0.022583156,-0.329919986,-0.049270527,-0.039284049,-0.158757053,-0.058940711,0.094053721,-0.03710535,-0.331294379,-0.028484262,-0.044692895,-0.143408108,-0.058940711
Karur Vysya Bank Ltd.,-0.037703323,0.15685394,-0.402155365,0.016549007,-0.042424931,-0.163820913,-0.010623797,0.044526004,0.060439336,-0.393303909,0.007121155,-0.029762706,-0.153951722,-0.016320354,-0.141720343,0.011654685,-0.364975762,-0.00663241,-0.050117715,-0.185452009,-0.049091041,-0.112646898,-0.07736421,-0.369371206,-0.027774518,-0.066955561,-0.181763548,-0.055227267,-0.110823076,-0.047065652,-0.374485813,-0.03508858,-0.068608433,-0.114855529,-0.05463295,0.020438396,0.008879032,-0.394925942,-0.034673874,-0.067394743,-0.084427819,-0.038571991,0.017624339,0.004831002,-0.417638463,-0.041300984,-0.065447679,-0.094473686,-0.038571991
Kokan Mercantile Co-Op. Bank Ltd.,-0.402830112,-0.006252229,-0.533248728,-0.29421362,-0.304737144,-0.271467761,-0.298626932,-0.358250635,-0.03440942,-0.501865524,-0.286017667,-0.28364061,-0.277308614,-0.297153338,-0.295935071,-0.072128548,-0.440568088,-0.278818112,-0.2711629,-0.288696387,-0.291679863,-0.261705904,-0.199501746,-0.44088971,-0.271864799,-0.267233945,-0.297305623,-0.287697776,-0.267280662,-0.219698618,-0.437900162,-0.271470511,-0.265271432,-0.255819035,-0.279433391,-0.244432874,-0.195926927,-0.456581913,-0.266701309,-0.266319414,-0.24441327,-0.266698132,-0.263450848,-0.220591114,-0.474888605,-0.252663443,-0.270494598,-0.256584496,-0.266698132
Kotak Mahindra Bank Ltd.,0.233254578,1.987351395,0.396641645,1.590299922,0.589804812,0.492105354,0.948646982,-0.082281346,2.18636508,0.575503352,1.684107879,0.680679233,0.688812429,0.991947608,-0.084977201,2.086497459,0.317360096,1.762752145,0.719960406,0.477760599,0.90226624,0.102138817,2.198249664,0.295122862,1.997856163,0.625831074,0.721953349,0.928646962,0.164229296,1.970869354,0.212120023,2.017604809,0.636520874,0.786891773,0.990057592,0.018239787,1.826215878,0.175328687,2.020931444,0.683045473,0.667573538,1.033519676,-0.146405868,1.715377058,-0.085206956,1.817119021,0.769469122,0.836560173,1.033519676
Krishna Bhima Samruddhi Local Area Bank Ltd.,-0.387617602,-0.011216947,-0.532645295,-0.29898577,-0.30645635,-0.272395874,-0.30028058,-0.347135551,-0.034861602,-0.502898304,-0.29027697,-0.285186776,-0.277874136,-0.29856421,-0.289053207,-0.072942189,-0.442036258,-0.282647217,-0.27257224,-0.288652914,-0.29275808,-0.251211209,-0.200256213,-0.442477235,-0.275197105,-0.268351208,-0.299101726,-0.288592918,-0.256958326,-0.217228382,-0.43902289,-0.274116501,-0.266245458,-0.257070907,-0.279626313,-0.235867461,-0.193378311,-0.457814091,-0.268645947,-0.267192933,-0.245360644,-0.266744238,-0.255691707,-0.218357543,-0.476480771,-0.25382423,-0.271163754,-0.257775642,-0.266744238
Krung Thai Bank Public Co. Ltd.,0,-0.010526587,-0.510466656,-0.29940182,-0.306518942,-0.272485436,-0.300689462,-0.358271372,-0.033527892,-0.486119375,-0.290524349,-0.285058521,-0.278708955,-0.298816036,-0.295923348,-0.071151453,-0.430238277,-0.282660125,-0.272331819,-0.289487729,-0.293115486,-0.261718165,-0.199098674,-0.431284684,-0.275056432,-0.268075623,-0.29993296,-0.289150517,-3.03E-17,-0.217289691,-0.429151685,-0.273985057,-0.26610762,-0.25802363,-0.280388248,0,-0.19443546,-0.448221926,-0.268672758,-0.267113713,-0.246654405,-0.267505087,6.99E-17,-0.219548781,-0.467534314,-0.254598377,-0.271161411,-0.258726977,-0.267505087
Kurla Nagarik Sahakari Bank Ltd.,-0.402325683,-0.011055373,-0.540677879,-0.298408269,-0.306354077,-0.272691507,-0.297807401,-0.358250635,-0.031938401,-0.501019842,-0.287333685,-0.282802095,-0.274850198,-0.296142805,3.33E-17,-0.069800227,-0.440504941,-0.279678252,-0.270245777,-0.286617087,-0.29106781,3.48E-17,-0.201048575,-0.440999539,-0.272998587,-0.266623025,-0.297457163,-0.28738133,-3.03E-17,-0.217039346,-0.437816507,-0.272148398,-0.264906572,-0.255220738,-0.278620558,-0.244409972,-0.194320874,-0.456449283,-0.267115205,-0.266337648,-0.242981599,-0.266556805,6.99E-17,-0.220452042,-0.475080144,-0.253014364,-0.270526942,-0.254337097,-0.266556805
